,metal,ox,ligstr,complex.size,spin,geom
1068,fe,2.0,formaldehyde_chloride_chloride_chloride,8.0,1.0,tetrahedral
1069,fe,2.0,formaldehyde_fluoride_fluoride_fluoride,8.0,1.0,tetrahedral
1070,fe,2.0,formaldehyde_formaldehyde_chloride_chloride,11.0,1.0,tetrahedral
1071,fe,2.0,formaldehyde_formaldehyde_fluoride_fluoride,11.0,1.0,tetrahedral
1072,fe,2.0,furan_furan_chloride_chloride,21.0,1.0,tetrahedral
1073,fe,2.0,furan_furan_furan_chloride,29.0,1.0,tetrahedral
1074,fe,2.0,ncs_chloride_chloride_chloride,7.0,1.0,tetrahedral
1075,fe,2.0,ncs_fluoride_fluoride_fluoride,7.0,1.0,tetrahedral
1076,fe,2.0,ncs_ncs_chloride_chloride,9.0,1.0,tetrahedral
1077,fe,2.0,ncs_ncs_ncs_chloride,11.0,1.0,tetrahedral
1078,fe,2.0,pyridine_chloride_chloride_chloride,15.0,1.0,tetrahedral
1079,fe,2.0,pyridine_pyridine_chloride_chloride,25.0,1.0,tetrahedral
1080,fe,2.0,pyridine_pyridine_pyridine_chloride,35.0,1.0,tetrahedral
1081,fe,2.0,scn_chloride_chloride_chloride,7.0,1.0,tetrahedral
1082,fe,2.0,scn_scn_chloride_chloride,9.0,1.0,tetrahedral
1083,fe,2.0,scn_scn_fluoride_fluoride,9.0,1.0,tetrahedral
1084,fe,2.0,scn_scn_scn_chloride,11.0,1.0,tetrahedral
1085,fe,2.0,water_chloride_chloride_chloride,7.0,1.0,tetrahedral
1086,fe,2.0,water_iodide_iodide_iodide,7.0,1.0,tetrahedral
1087,fe,2.0,water_water_water_iodide,11.0,1.0,tetrahedral
1088,fe,3.0,acetonitrile_chloride_chloride_chloride,10.0,2.0,tetrahedral
1089,fe,3.0,acetonitrile_fluoride_fluoride_fluoride,10.0,2.0,tetrahedral
1090,fe,3.0,ammonia_chloride_chloride_chloride,8.0,2.0,tetrahedral
1091,fe,3.0,ammonia_fluoride_fluoride_fluoride,8.0,2.0,tetrahedral
1092,fe,3.0,benzisc_fluoride_fluoride_fluoride,20.0,2.0,tetrahedral
1093,fe,3.0,benzisc_benzisc_fluoride_fluoride,35.0,2.0,tetrahedral
1094,fe,3.0,cyanopyridine_chloride_chloride_chloride,16.0,2.0,tetrahedral
1095,fe,3.0,cyanopyridine_fluoride_fluoride_fluoride,16.0,2.0,tetrahedral
1096,fe,3.0,cyanopyridine_cyanopyridine_cyanopyridine_chloride,38.0,2.0,tetrahedral
1097,fe,3.0,cyanopyridine_cyanopyridine_cyanopyridine_fluoride,38.0,2.0,tetrahedral
1098,fe,3.0,fluoride_chloride_chloride_chloride,5.0,2.0,tetrahedral
1099,fe,3.0,fluoride_iodide_iodide_iodide,5.0,2.0,tetrahedral
1100,fe,3.0,fluoride_fluoride_chloride_chloride,5.0,2.0,tetrahedral
1101,fe,3.0,fluoride_fluoride_iodide_iodide,5.0,2.0,tetrahedral
1102,fe,3.0,fluoride_fluoride_fluoride_chloride,5.0,2.0,tetrahedral
1103,fe,3.0,fluoride_fluoride_fluoride_iodide,5.0,2.0,tetrahedral
1104,fe,3.0,formaldehyde_fluoride_fluoride_fluoride,8.0,2.0,tetrahedral
1105,fe,3.0,formaldehyde_formaldehyde_chloride_chloride,11.0,2.0,tetrahedral
1106,fe,3.0,formaldehyde_formaldehyde_formaldehyde_chloride,14.0,2.0,tetrahedral
1107,fe,3.0,methylamine_fluoride_fluoride_fluoride,11.0,2.0,tetrahedral
1108,fe,3.0,ncs_chloride_chloride_chloride,7.0,2.0,tetrahedral
1109,fe,3.0,ncs_fluoride_fluoride_fluoride,7.0,2.0,tetrahedral
1110,fe,3.0,ncs_ncs_chloride_chloride,9.0,2.0,tetrahedral
1111,fe,3.0,ncs_ncs_fluoride_fluoride,9.0,2.0,tetrahedral
1112,fe,3.0,ncs_ncs_ncs_chloride,11.0,2.0,tetrahedral
1113,fe,3.0,ncs_ncs_ncs_fluoride,11.0,2.0,tetrahedral
1114,fe,3.0,pyridine_chloride_chloride_chloride,15.0,2.0,tetrahedral
1115,fe,3.0,pyridine_fluoride_fluoride_fluoride,15.0,2.0,tetrahedral
1116,fe,3.0,pyridine_pyridine_pyridine_chloride,35.0,2.0,tetrahedral
1117,fe,3.0,pyridine_pyridine_pyridine_fluoride,35.0,2.0,tetrahedral
1118,fe,3.0,scn_chloride_chloride_chloride,7.0,2.0,tetrahedral
1119,fe,3.0,scn_fluoride_fluoride_fluoride,7.0,2.0,tetrahedral
1120,fe,3.0,scn_scn_chloride_chloride,9.0,2.0,tetrahedral
1121,fe,3.0,scn_scn_fluoride_fluoride,9.0,2.0,tetrahedral
1122,fe,3.0,scn_scn_scn_chloride,11.0,2.0,tetrahedral
1123,fe,3.0,thiopyridine_chloride_chloride_chloride,16.0,2.0,tetrahedral
1124,fe,3.0,thiopyridine_fluoride_fluoride_fluoride,16.0,2.0,tetrahedral
1125,fe,3.0,thiopyridine_thiopyridine_thiopyridine_chloride,38.0,2.0,tetrahedral
1126,fe,3.0,thiopyridine_thiopyridine_thiopyridine_fluoride,38.0,2.0,tetrahedral
1127,mn,2.0,chloride_chloride_chloride_hydroxyl,6.0,2.0,tetrahedral
1128,mn,2.0,cyanate_chloride_chloride_chloride,7.0,2.0,tetrahedral
1129,mn,2.0,cyanate_cyanate_chloride_chloride,9.0,2.0,tetrahedral
1130,mn,2.0,cyanate_cyanate_cyanate_chloride,11.0,2.0,tetrahedral
1131,mn,2.0,furan_chloride_chloride_chloride,13.0,2.0,tetrahedral
1132,mn,2.0,furan_furan_chloride_chloride,21.0,2.0,tetrahedral
1133,mn,2.0,furan_furan_furan_chloride,29.0,2.0,tetrahedral
1134,mn,2.0,ncs_chloride_chloride_chloride,7.0,2.0,tetrahedral
1135,mn,2.0,ncs_ncs_chloride_chloride,9.0,2.0,tetrahedral
1136,mn,2.0,ncs_ncs_ncs_chloride,11.0,2.0,tetrahedral
1137,mn,2.0,pph3_chloride_chloride_chloride,38.0,2.0,tetrahedral
1138,mn,2.0,pph3_pph3_chloride_chloride,71.0,2.0,tetrahedral
1139,mn,2.0,pph3_pph3_pph3_chloride,104.0,2.0,tetrahedral
1140,mn,2.0,thiopyridine_chloride_chloride_chloride,16.0,2.0,tetrahedral
1141,mn,2.0,thiopyridine_thiopyridine_chloride_chloride,27.0,2.0,tetrahedral
1142,mn,2.0,thiopyridine_thiopyridine_thiopyridine_chloride,38.0,2.0,tetrahedral
1143,mn,3.0,cyanopyridine_chloride_chloride_chloride,16.0,1.0,tetrahedral
1144,mn,3.0,cyanopyridine_cyanopyridine_chloride_chloride,27.0,1.0,tetrahedral
1145,mn,3.0,cyanopyridine_cyanopyridine_cyanopyridine_chloride,38.0,1.0,tetrahedral
1146,mn,3.0,formaldehyde_chloride_chloride_chloride,8.0,1.0,tetrahedral
1147,mn,3.0,formaldehyde_formaldehyde_chloride_chloride,11.0,1.0,tetrahedral
1148,mn,3.0,pyridine_chloride_chloride_chloride,15.0,1.0,tetrahedral
1149,mn,3.0,pyridine_pyridine_chloride_chloride,25.0,1.0,tetrahedral
1150,mn,3.0,pyridine_pyridine_pyridine_chloride,35.0,1.0,tetrahedral
1151,mn,3.0,thiopyridine_chloride_chloride_chloride,16.0,1.0,tetrahedral
1152,mn,3.0,thiopyridine_thiopyridine_chloride_chloride,27.0,1.0,tetrahedral
1153,mn,3.0,thiopyridine_thiopyridine_thiopyridine_chloride,38.0,1.0,tetrahedral
1154,co,2.0,acetonitrile_iodide_iodide_iodide,10.0,2.0,tetrahedral
1155,co,2.0,acetonitrile_acetonitrile_acetonitrile_iodide,20.0,2.0,tetrahedral
1156,co,2.0,ammonia_ammonia_ammonia_iodide,14.0,2.0,tetrahedral
1157,co,2.0,cn_iodide_iodide_iodide,6.0,2.0,tetrahedral
1158,co,2.0,formaldehyde_iodide_iodide_iodide,8.0,2.0,tetrahedral
1159,co,2.0,formaldehyde_formaldehyde_iodide_iodide,11.0,2.0,tetrahedral
1160,co,2.0,formaldehyde_formaldehyde_formaldehyde_iodide,14.0,2.0,tetrahedral
1161,co,2.0,scn_iodide_iodide_iodide,7.0,2.0,tetrahedral
1162,co,2.0,scn_scn_iodide_iodide,9.0,2.0,tetrahedral
1163,co,2.0,scn_scn_scn_iodide,11.0,2.0,tetrahedral
1164,co,3.0,formaldehyde_iodide_iodide_iodide,8.0,1.0,tetrahedral
1165,co,3.0,methylamine_methylamine_methylamine_iodide,23.0,1.0,tetrahedral
1166,co,3.0,scn_iodide_iodide_iodide,7.0,1.0,tetrahedral
1167,co,3.0,scn_scn_iodide_iodide,9.0,1.0,tetrahedral
1168,cr,2.0,iodide_iodide_iodide_hydroxyl,6.0,1.0,tetrahedral
1169,cr,3.0,cyanopyridine_iodide_iodide_iodide,16.0,2.0,tetrahedral
1170,cr,3.0,cyanopyridine_cyanopyridine_iodide_iodide,27.0,2.0,tetrahedral
1171,cr,3.0,cyanopyridine_cyanopyridine_cyanopyridine_iodide,38.0,2.0,tetrahedral
1172,cr,3.0,formaldehyde_iodide_iodide_iodide,8.0,2.0,tetrahedral
1173,cr,3.0,formaldehyde_formaldehyde_formaldehyde_iodide,14.0,2.0,tetrahedral
1174,cr,3.0,iodide_hydrogensulfide_hydrogensulfide_hydrogensulfide,11.0,2.0,tetrahedral
1175,cr,3.0,iodide_iodide_hydrogensulfide_hydrogensulfide,9.0,2.0,tetrahedral
1176,cr,3.0,iodide_iodide_hydroxyl_hydroxyl,7.0,2.0,tetrahedral
1177,cr,3.0,iodide_iodide_iodide_hydrogensulfide,7.0,2.0,tetrahedral
1178,cr,3.0,iodide_iodide_iodide_hydroxyl,6.0,2.0,tetrahedral
1179,cr,3.0,ncs_iodide_iodide_iodide,7.0,2.0,tetrahedral
1180,cr,3.0,ncs_ncs_iodide_iodide,9.0,2.0,tetrahedral
1181,cr,3.0,ncs_ncs_ncs_iodide,11.0,2.0,tetrahedral
1182,cr,3.0,pyridine_iodide_iodide_iodide,15.0,2.0,tetrahedral
1183,cr,3.0,pyridine_pyridine_iodide_iodide,25.0,2.0,tetrahedral
1184,cr,3.0,pyridine_pyridine_pyridine_iodide,35.0,2.0,tetrahedral
1185,cr,3.0,scn_iodide_iodide_iodide,7.0,2.0,tetrahedral
1186,cr,3.0,scn_scn_iodide_iodide,9.0,2.0,tetrahedral
1187,cr,3.0,scn_scn_scn_iodide,11.0,2.0,tetrahedral
1188,cr,3.0,thiopyridine_iodide_iodide_iodide,16.0,2.0,tetrahedral
1189,cr,3.0,thiopyridine_thiopyridine_iodide_iodide,27.0,2.0,tetrahedral
1190,cr,3.0,thiopyridine_thiopyridine_thiopyridine_iodide,38.0,2.0,tetrahedral
1191,fe,2.0,cyanate_iodide_iodide_iodide,7.0,1.0,tetrahedral
1192,fe,2.0,cyanate_cyanate_iodide_iodide,9.0,1.0,tetrahedral
1193,fe,2.0,cyanate_cyanate_cyanate_iodide,11.0,1.0,tetrahedral
1194,fe,2.0,formaldehyde_iodide_iodide_iodide,8.0,1.0,tetrahedral
1195,fe,2.0,formaldehyde_formaldehyde_iodide_iodide,11.0,1.0,tetrahedral
1196,fe,2.0,furan_iodide_iodide_iodide,13.0,1.0,tetrahedral
1197,fe,2.0,furan_furan_iodide_iodide,21.0,1.0,tetrahedral
1198,fe,2.0,furan_furan_furan_iodide,29.0,1.0,tetrahedral
1199,fe,2.0,iodide_iodide_iodide_hydrogensulfide,7.0,1.0,tetrahedral
1200,fe,2.0,ncs_iodide_iodide_iodide,7.0,1.0,tetrahedral
1201,fe,2.0,ncs_ncs_iodide_iodide,9.0,1.0,tetrahedral
1202,fe,2.0,pyridine_iodide_iodide_iodide,15.0,1.0,tetrahedral
1203,fe,2.0,pyridine_pyridine_iodide_iodide,25.0,1.0,tetrahedral
1204,fe,2.0,scn_iodide_iodide_iodide,7.0,1.0,tetrahedral
1205,fe,2.0,scn_scn_iodide_iodide,9.0,1.0,tetrahedral
1206,fe,2.0,scn_scn_scn_iodide,11.0,1.0,tetrahedral
1207,fe,3.0,acetonitrile_iodide_iodide_iodide,10.0,2.0,tetrahedral
1208,fe,3.0,ammonia_iodide_iodide_iodide,8.0,2.0,tetrahedral
1209,fe,3.0,cyanopyridine_iodide_iodide_iodide,16.0,2.0,tetrahedral
1210,fe,3.0,cyanopyridine_cyanopyridine_cyanopyridine_iodide,38.0,2.0,tetrahedral
1211,fe,3.0,formaldehyde_formaldehyde_iodide_iodide,11.0,2.0,tetrahedral
1212,fe,3.0,formaldehyde_formaldehyde_formaldehyde_iodide,14.0,2.0,tetrahedral
1213,fe,3.0,ncs_iodide_iodide_iodide,7.0,2.0,tetrahedral
1214,fe,3.0,ncs_ncs_iodide_iodide,9.0,2.0,tetrahedral
1215,fe,3.0,ncs_ncs_ncs_iodide,11.0,2.0,tetrahedral
1216,fe,3.0,pyridine_iodide_iodide_iodide,15.0,2.0,tetrahedral
1217,fe,3.0,pyridine_pyridine_pyridine_iodide,35.0,2.0,tetrahedral
1218,fe,3.0,scn_iodide_iodide_iodide,7.0,2.0,tetrahedral
1219,fe,3.0,scn_scn_iodide_iodide,9.0,2.0,tetrahedral
1220,fe,3.0,scn_scn_scn_iodide,11.0,2.0,tetrahedral
1221,fe,3.0,thiopyridine_iodide_iodide_iodide,16.0,2.0,tetrahedral
1222,fe,3.0,thiopyridine_thiopyridine_thiopyridine_iodide,38.0,2.0,tetrahedral
1223,mn,2.0,cyanate_iodide_iodide_iodide,7.0,2.0,tetrahedral
1224,mn,2.0,cyanate_cyanate_iodide_iodide,9.0,2.0,tetrahedral
1225,mn,2.0,cyanate_cyanate_cyanate_iodide,11.0,2.0,tetrahedral
1226,mn,2.0,furan_iodide_iodide_iodide,13.0,2.0,tetrahedral
1227,mn,2.0,furan_furan_iodide_iodide,21.0,2.0,tetrahedral
1228,mn,2.0,furan_furan_furan_iodide,29.0,2.0,tetrahedral
1229,mn,2.0,iodide_iodide_iodide_hydroxyl,6.0,2.0,tetrahedral
1230,mn,2.0,ncs_iodide_iodide_iodide,7.0,2.0,tetrahedral
1231,mn,2.0,ncs_ncs_iodide_iodide,9.0,2.0,tetrahedral
1232,mn,2.0,ncs_ncs_ncs_iodide,11.0,2.0,tetrahedral
1233,mn,2.0,pph3_iodide_iodide_iodide,38.0,2.0,tetrahedral
1234,mn,2.0,pph3_pph3_iodide_iodide,71.0,2.0,tetrahedral
1235,mn,2.0,pph3_pph3_pph3_iodide,104.0,2.0,tetrahedral
1236,mn,2.0,thiopyridine_iodide_iodide_iodide,16.0,2.0,tetrahedral
1237,mn,3.0,cyanopyridine_iodide_iodide_iodide,16.0,1.0,tetrahedral
1238,mn,3.0,cyanopyridine_cyanopyridine_iodide_iodide,27.0,1.0,tetrahedral
1239,mn,3.0,cyanopyridine_cyanopyridine_cyanopyridine_iodide,38.0,1.0,tetrahedral
1240,mn,3.0,formaldehyde_iodide_iodide_iodide,8.0,1.0,tetrahedral
1241,mn,3.0,formaldehyde_formaldehyde_iodide_iodide,11.0,1.0,tetrahedral
1242,mn,3.0,pyridine_iodide_iodide_iodide,15.0,1.0,tetrahedral
1243,mn,3.0,pyridine_pyridine_iodide_iodide,25.0,1.0,tetrahedral
1244,mn,3.0,pyridine_pyridine_pyridine_iodide,35.0,1.0,tetrahedral
1245,mn,3.0,thiopyridine_iodide_iodide_iodide,16.0,1.0,tetrahedral
1246,mn,3.0,thiopyridine_thiopyridine_iodide_iodide,27.0,1.0,tetrahedral
1247,mn,3.0,thiopyridine_thiopyridine_thiopyridine_iodide,38.0,1.0,tetrahedral
1248,co,2.0,ammonia_formaldehyde_formaldehyde_formaldehyde,17.0,2.0,tetrahedral
1249,co,2.0,scn_scn_formaldehyde_formaldehyde,15.0,2.0,tetrahedral
1250,co,3.0,formaldehyde_formaldehyde_formaldehyde_methylamine,20.0,1.0,tetrahedral
1251,co,3.0,ncs_formaldehyde_formaldehyde_formaldehyde,16.0,1.0,tetrahedral
1252,cr,3.0,cyanopyridine_formaldehyde_formaldehyde_formaldehyde,25.0,2.0,tetrahedral
1253,cr,3.0,cyanopyridine_cyanopyridine_formaldehyde_formaldehyde,33.0,2.0,tetrahedral
1254,cr,3.0,cyanopyridine_cyanopyridine_cyanopyridine_formaldehyde,41.0,2.0,tetrahedral
1255,cr,3.0,formaldehyde_hydrogensulfide_hydrogensulfide_hydrogensulfide,14.0,2.0,tetrahedral
1256,cr,3.0,formaldehyde_pyridine_pyridine_pyridine,38.0,2.0,tetrahedral
1257,cr,3.0,formaldehyde_thiopyridine_thiopyridine_thiopyridine,41.0,2.0,tetrahedral
1258,cr,3.0,formaldehyde_formaldehyde_hydroxyl_hydroxyl,13.0,2.0,tetrahedral
1259,cr,3.0,formaldehyde_formaldehyde_pyridine_pyridine,31.0,2.0,tetrahedral
1260,cr,3.0,formaldehyde_formaldehyde_thiopyridine_thiopyridine,33.0,2.0,tetrahedral
1261,cr,3.0,formaldehyde_formaldehyde_formaldehyde_hydrogensulfide,16.0,2.0,tetrahedral
1262,cr,3.0,formaldehyde_formaldehyde_formaldehyde_hydroxyl,15.0,2.0,tetrahedral
1263,cr,3.0,formaldehyde_formaldehyde_formaldehyde_pyridine,24.0,2.0,tetrahedral
1264,cr,3.0,ncs_cyanopyridine_cyanopyridine_cyanopyridine,40.0,2.0,tetrahedral
1265,cr,3.0,ncs_formaldehyde_formaldehyde_formaldehyde,16.0,2.0,tetrahedral
1266,cr,3.0,ncs_hydrogensulfide_hydrogensulfide_hydrogensulfide,13.0,2.0,tetrahedral
1267,cr,3.0,ncs_hydroxyl_hydroxyl_hydroxyl,10.0,2.0,tetrahedral
1268,cr,3.0,ncs_pyridine_pyridine_pyridine,37.0,2.0,tetrahedral
1269,cr,3.0,ncs_thiopyridine_thiopyridine_thiopyridine,40.0,2.0,tetrahedral
1270,cr,3.0,ncs_ncs_cyanopyridine_cyanopyridine,31.0,2.0,tetrahedral
1271,cr,3.0,ncs_ncs_formaldehyde_formaldehyde,15.0,2.0,tetrahedral
1272,cr,3.0,ncs_ncs_hydroxyl_hydroxyl,11.0,2.0,tetrahedral
1273,cr,3.0,ncs_ncs_pyridine_pyridine,29.0,2.0,tetrahedral
1274,cr,3.0,ncs_ncs_thiopyridine_thiopyridine,31.0,2.0,tetrahedral
1275,cr,3.0,ncs_ncs_ncs_cyanopyridine,22.0,2.0,tetrahedral
1276,cr,3.0,ncs_ncs_ncs_formaldehyde,14.0,2.0,tetrahedral
1277,cr,3.0,ncs_ncs_ncs_hydrogensulfide,13.0,2.0,tetrahedral
1278,cr,3.0,ncs_ncs_ncs_hydroxyl,12.0,2.0,tetrahedral
1279,cr,3.0,ncs_ncs_ncs_pyridine,21.0,2.0,tetrahedral
1280,cr,3.0,ncs_ncs_ncs_thiopyridine,22.0,2.0,tetrahedral
1281,cr,3.0,scn_formaldehyde_formaldehyde_formaldehyde,16.0,2.0,tetrahedral
1282,cr,3.0,scn_ncs_ncs_ncs,13.0,2.0,tetrahedral
1283,cr,3.0,scn_scn_formaldehyde_formaldehyde,15.0,2.0,tetrahedral
1284,cr,3.0,scn_scn_ncs_ncs,13.0,2.0,tetrahedral
1285,cr,3.0,scn_scn_scn_formaldehyde,14.0,2.0,tetrahedral
1286,cr,3.0,scn_scn_scn_ncs,13.0,2.0,tetrahedral
1287,fe,2.0,ncs_ncs_ncs_furan,19.0,1.0,tetrahedral
1288,fe,3.0,acetonitrile_formaldehyde_formaldehyde_formaldehyde,19.0,2.0,tetrahedral
1289,fe,3.0,acetonitrile_acetonitrile_formaldehyde_formaldehyde,21.0,2.0,tetrahedral
1290,fe,3.0,acetonitrile_acetonitrile_acetonitrile_formaldehyde,23.0,2.0,tetrahedral
1291,fe,3.0,ammonia_formaldehyde_formaldehyde_formaldehyde,17.0,2.0,tetrahedral
1292,fe,3.0,ammonia_ammonia_formaldehyde_formaldehyde,17.0,2.0,tetrahedral
1293,fe,3.0,ammonia_ammonia_ammonia_formaldehyde,17.0,2.0,tetrahedral
1294,fe,3.0,benzisc_benzisc_benzisc_formaldehyde,53.0,2.0,tetrahedral
1295,fe,3.0,cyanopyridine_cyanopyridine_cyanopyridine_formaldehyde,41.0,2.0,tetrahedral
1296,fe,3.0,formaldehyde_methylamine_methylamine_methylamine,26.0,2.0,tetrahedral
1297,fe,3.0,formaldehyde_pyridine_pyridine_pyridine,38.0,2.0,tetrahedral
1298,fe,3.0,formaldehyde_formaldehyde_methylamine_methylamine,23.0,2.0,tetrahedral
1299,fe,3.0,formaldehyde_formaldehyde_thiopyridine_thiopyridine,33.0,2.0,tetrahedral
1300,fe,3.0,formaldehyde_formaldehyde_formaldehyde_methylamine,20.0,2.0,tetrahedral
1301,fe,3.0,ncs_cyanopyridine_cyanopyridine_cyanopyridine,40.0,2.0,tetrahedral
1302,fe,3.0,ncs_formaldehyde_formaldehyde_formaldehyde,16.0,2.0,tetrahedral
1303,fe,3.0,ncs_pyridine_pyridine_pyridine,37.0,2.0,tetrahedral
1304,fe,3.0,ncs_ncs_cyanopyridine_cyanopyridine,31.0,2.0,tetrahedral
1305,fe,3.0,ncs_ncs_pyridine_pyridine,29.0,2.0,tetrahedral
1306,fe,3.0,ncs_ncs_thiopyridine_thiopyridine,31.0,2.0,tetrahedral
1307,fe,3.0,ncs_ncs_ncs_acetonitrile,16.0,2.0,tetrahedral
1308,fe,3.0,ncs_ncs_ncs_ammonia,14.0,2.0,tetrahedral
1309,fe,3.0,ncs_ncs_ncs_benzisc,26.0,2.0,tetrahedral
1310,fe,3.0,ncs_ncs_ncs_cyanopyridine,22.0,2.0,tetrahedral
1311,fe,3.0,ncs_ncs_ncs_formaldehyde,14.0,2.0,tetrahedral
1312,fe,3.0,ncs_ncs_ncs_methylamine,17.0,2.0,tetrahedral
1313,fe,3.0,ncs_ncs_ncs_pyridine,21.0,2.0,tetrahedral
1314,fe,3.0,ncs_ncs_ncs_thiopyridine,22.0,2.0,tetrahedral
1315,fe,3.0,scn_ncs_ncs_ncs,13.0,2.0,tetrahedral
1316,fe,3.0,scn_scn_scn_formaldehyde,14.0,2.0,tetrahedral
1317,fe,3.0,scn_scn_scn_ncs,13.0,2.0,tetrahedral
1318,mn,2.0,ncs_cyanate_cyanate_cyanate,13.0,2.0,tetrahedral
1319,mn,2.0,ncs_furan_furan_furan,31.0,2.0,tetrahedral
1320,mn,2.0,ncs_ncs_cyanate_cyanate,13.0,2.0,tetrahedral
1321,mn,2.0,ncs_ncs_ncs_furan,19.0,2.0,tetrahedral
1322,mn,3.0,cyanopyridine_formaldehyde_formaldehyde_formaldehyde,25.0,1.0,tetrahedral
1323,mn,3.0,cyanopyridine_cyanopyridine_formaldehyde_formaldehyde,33.0,1.0,tetrahedral
1324,mn,3.0,cyanopyridine_cyanopyridine_cyanopyridine_formaldehyde,41.0,1.0,tetrahedral
1325,mn,3.0,formaldehyde_pyridine_pyridine_pyridine,38.0,1.0,tetrahedral
1326,mn,3.0,formaldehyde_thiopyridine_thiopyridine_thiopyridine,41.0,1.0,tetrahedral
1327,mn,3.0,formaldehyde_formaldehyde_formaldehyde_pyridine,24.0,1.0,tetrahedral
1328,mn,3.0,formaldehyde_formaldehyde_formaldehyde_thiopyridine,25.0,1.0,tetrahedral
1329,co,2.0,scn_scn_scn_ammonia,14.0,2.0,tetrahedral
1330,cr,3.0,cyanopyridine_pyridine_pyridine_pyridine,46.0,2.0,tetrahedral
1331,cr,3.0,cyanopyridine_cyanopyridine_pyridine_pyridine,47.0,2.0,tetrahedral
1332,cr,3.0,cyanopyridine_cyanopyridine_cyanopyridine_pyridine,48.0,2.0,tetrahedral
1333,cr,3.0,pyridine_hydroxyl_hydroxyl_hydroxyl,18.0,2.0,tetrahedral
1334,cr,3.0,pyridine_thiopyridine_thiopyridine_thiopyridine,48.0,2.0,tetrahedral
1335,cr,3.0,pyridine_pyridine_hydrogensulfide_hydrogensulfide,29.0,2.0,tetrahedral
1336,cr,3.0,pyridine_pyridine_hydroxyl_hydroxyl,27.0,2.0,tetrahedral
1337,cr,3.0,pyridine_pyridine_pyridine_hydrogensulfide,37.0,2.0,tetrahedral
1338,cr,3.0,pyridine_pyridine_pyridine_thiopyridine,46.0,2.0,tetrahedral
1339,cr,3.0,scn_scn_scn_pyridine,21.0,2.0,tetrahedral
1340,fe,2.0,cyanate_cyanate_cyanate_hydrogensulfide,13.0,1.0,tetrahedral
1341,fe,2.0,cyanate_cyanate_cyanate_pyridine,21.0,1.0,tetrahedral
1342,fe,2.0,scn_scn_scn_pyridine,21.0,1.0,tetrahedral
1343,fe,3.0,acetonitrile_ammonia_ammonia_ammonia,19.0,2.0,tetrahedral
1344,fe,3.0,acetonitrile_pyridine_pyridine_pyridine,40.0,2.0,tetrahedral
1345,fe,3.0,acetonitrile_acetonitrile_acetonitrile_ammonia,23.0,2.0,tetrahedral
1346,fe,3.0,ammonia_cyanopyridine_cyanopyridine_cyanopyridine,41.0,2.0,tetrahedral
1347,fe,3.0,ammonia_methylamine_methylamine_methylamine,26.0,2.0,tetrahedral
1348,fe,3.0,ammonia_pyridine_pyridine_pyridine,38.0,2.0,tetrahedral
1349,fe,3.0,ammonia_ammonia_methylamine_methylamine,23.0,2.0,tetrahedral
1350,fe,3.0,ammonia_ammonia_ammonia_methylamine,20.0,2.0,tetrahedral
1351,fe,3.0,cyanopyridine_pyridine_pyridine_pyridine,46.0,2.0,tetrahedral
1352,fe,3.0,cyanopyridine_cyanopyridine_pyridine_pyridine,47.0,2.0,tetrahedral
1353,fe,3.0,cyanopyridine_cyanopyridine_cyanopyridine_pyridine,48.0,2.0,tetrahedral
1354,fe,3.0,methylamine_methylamine_pyridine_pyridine,37.0,2.0,tetrahedral
1355,fe,3.0,methylamine_methylamine_methylamine_pyridine,33.0,2.0,tetrahedral
1356,fe,3.0,scn_scn_pyridine_pyridine,29.0,2.0,tetrahedral
1357,fe,3.0,scn_scn_scn_pyridine,21.0,2.0,tetrahedral
1358,mn,2.0,cyanate_cyanate_hydroxyl_hydroxyl,11.0,2.0,tetrahedral
1359,mn,2.0,cyanate_cyanate_pph3_pph3,75.0,2.0,tetrahedral
1360,mn,2.0,cyanate_cyanate_cyanate_furan,19.0,2.0,tetrahedral
1361,mn,2.0,cyanate_cyanate_cyanate_thiopyridine,22.0,2.0,tetrahedral
1362,mn,3.0,cyanopyridine_pyridine_pyridine_pyridine,46.0,1.0,tetrahedral
1363,mn,3.0,cyanopyridine_cyanopyridine_pyridine_pyridine,47.0,1.0,tetrahedral
1364,mn,3.0,cyanopyridine_cyanopyridine_cyanopyridine_pyridine,48.0,1.0,tetrahedral
1365,mn,3.0,pyridine_thiopyridine_thiopyridine_thiopyridine,48.0,1.0,tetrahedral
1366,mn,3.0,pyridine_pyridine_thiopyridine_thiopyridine,47.0,1.0,tetrahedral
1367,mn,3.0,pyridine_pyridine_pyridine_thiopyridine,46.0,1.0,tetrahedral
1368,co,3.0,scn_scn_scn_methylamine,17.0,1.0,tetrahedral
1369,cr,2.0,hydroxyl_s2-_s2-_s2-,6.0,1.0,tetrahedral
1370,cr,2.0,hydroxyl_hydroxyl_s2-_s2-,7.0,1.0,tetrahedral
1371,cr,2.0,hydroxyl_hydroxyl_hydroxyl_s2-,8.0,1.0,tetrahedral
1372,cr,3.0,cyanopyridine_hydroxyl_hydroxyl_hydroxyl,19.0,2.0,tetrahedral
1373,cr,3.0,cyanopyridine_thiopyridine_thiopyridine_thiopyridine,49.0,2.0,tetrahedral
1374,cr,3.0,cyanopyridine_cyanopyridine_hydrogensulfide_hydrogensulfide,31.0,2.0,tetrahedral
1375,cr,3.0,cyanopyridine_cyanopyridine_hydroxyl_hydroxyl,29.0,2.0,tetrahedral
